date,NAME_1,NAME_2,Precipitation,Temperature,St_Prec,St_Temp
2024/09/06,Saint-Denis,La Possession,1.96E-05,21.3657627,0.000182841,0.537824643
2024/09/06,Saint-Denis,Le Port,2.89E-04,NA,0.00269198,NA
2024/09/06,Saint-Denis,Saint-Denis,4.96E-05,21.3657627,0.000462027,0.537824643
2024/09/06,Saint-Denis,Sainte-Marie,2.26E-04,21.3657627,0.002107353,0.537824643
2024/09/06,Saint-Denis,Sainte-Suzanne,1.09E-04,22.0630283,0.001010481,0.592467476
2024/09/06,Saint-Paul,L'Étang-Salé,4.04E-05,22.2827549,0.000376225,0.60968686
2024/09/06,Saint-Paul,Les Avirons,5.22E-05,22.2827549,0.000486235,0.60968686
2024/09/06,Saint-Paul,Les Trois-Bassins,6.43E-05,21.3657627,0.000598672,0.537824643
2024/09/06,Saint-Paul,Saint-Leu,4.57E-05,21.8242588,0.000425334,0.573755752
2024/09/06,Saint-Paul,Saint-Paul,2.89E-04,21.3657627,0.00269198,0.537824643
2024/09/06,Saint-Pierre,Cilaos,2.67E-04,21.8242588,0.002488191,0.573755752
2024/09/06,Saint-Pierre,L'Entre-Deux,4.78E-04,22.2827549,0.004452692,0.60968686
2024/09/06,Saint-Pierre,Le Tampon,9.91E-04,22.2827549,0.009228199,0.60968686
2024/09/06,Saint-Pierre,Petite-Île,9.64E-04,22.2827549,0.008971972,0.60968686
2024/09/06,Saint-Pierre,Saint-Joseph,0.001150548,20.7925205,0.01071132,0.492901191
2024/09/06,Saint-Pierre,Saint-Louis,4.04E-05,22.2827549,0.000376225,0.60968686
2024/09/06,Saint-Pierre,Saint-Philippe,0.001227722,19.3022861,0.011429782,0.376115522
2024/09/06,Saint-Pierre,Saint-Pierre,4.78E-04,22.2827549,0.004451166,0.60968686
2024/09/07,Saint-Benoît,Bras-Panon,6.58E-06,21.9577274,6.12E-05,0.584215327
2024/09/07,Saint-Benoît,La Plaine-des-Palmistes,1.65E-05,21.2366581,0.000154055,0.527707062
2024/09/07,Saint-Benoît,Saint-André,5.15E-06,21.9577274,4.80E-05,0.584215327
2024/09/07,Saint-Benoît,Saint-Benoît,1.38E-05,21.2366581,0.000128668,0.527707062
2024/09/07,Saint-Benoît,Sainte-Rose,2.94E-05,20.4955692,0.000273429,0.469629915
2024/09/07,Saint-Benoît,Salazie,5.13E-06,22.302454,4.78E-05,0.611230626
2024/09/07,Saint-Denis,La Possession,3.23E-05,22.302454,0.000300758,0.611230626
2024/09/07,Saint-Denis,Le Port,2.51E-04,NA,0.002334067,NA
2024/09/07,Saint-Denis,Saint-Denis,3.13E-07,22.302454,2.91E-06,0.611230626
2024/09/07,Saint-Denis,Sainte-Marie,3.24E-06,22.302454,3.02E-05,0.611230626
2024/09/07,Saint-Denis,Sainte-Suzanne,2.29E-06,21.9577274,2.14E-05,0.584215327
2024/09/07,Saint-Paul,L'Étang-Salé,5.04E-05,21.6530399,0.000469172,0.560337786
2024/09/07,Saint-Paul,Les Avirons,1.67E-04,21.6530399,0.001555628,0.560337786
2024/09/07,Saint-Paul,Les Trois-Bassins,2.04E-04,22.302454,0.001902767,0.611230626
2024/09/07,Saint-Paul,Saint-Leu,3.83E-04,21.977747,0.003568035,0.58578421
2024/09/07,Saint-Paul,Saint-Paul,2.51E-04,22.302454,0.002334067,0.611230626
2024/09/07,Saint-Pierre,Cilaos,3.25E-05,21.977747,0.000302527,0.58578421
2024/09/07,Saint-Pierre,L'Entre-Deux,6.48E-06,21.6530399,6.03E-05,0.560337786
2024/09/07,Saint-Pierre,Le Tampon,1.46E-05,21.6530399,0.000135674,0.560337786
2024/09/07,Saint-Pierre,Petite-Île,1.37E-05,21.6530399,0.000127767,0.560337786
2024/09/07,Saint-Pierre,Saint-Joseph,1.69E-05,20.5155888,0.000157593,0.471198797
2024/09/07,Saint-Pierre,Saint-Louis,5.04E-05,21.6530399,0.000469172,0.560337786
2024/09/07,Saint-Pierre,Saint-Philippe,1.54E-05,19.3781376,0.00014372,0.3820598
2024/09/07,Saint-Pierre,Saint-Pierre,5.84E-06,21.6530399,5.44E-05,0.560337786
2024/09/08,Saint-Benoît,Bras-Panon,1.53E-05,22.4333897,0.000142638,0.621491705
2024/09/08,Saint-Benoît,La Plaine-des-Palmistes,3.12E-05,21.631876,0.00029052,0.558679228
2024/09/08,Saint-Benoît,Saint-André,1.44E-05,22.4333897,0.000133991,0.621491705
2024/09/08,Saint-Benoît,Saint-Benoît,2.56E-05,21.631876,0.000238429,0.558679228
2024/09/08,Saint-Benoît,Sainte-Rose,6.41E-05,20.8713779,0.000596411,0.499081034
2024/09/08,Saint-Benoît,Salazie,9.87E-06,22.6531162,9.19E-05,0.638711081
2024/09/08,Saint-Denis,La Possession,1.27E-06,22.6531162,1.18E-05,0.638711081
2024/09/08,Saint-Denis,Le Port,5.20E-05,NA,0.000484182,NA
2024/09/08,Saint-Denis,Saint-Denis,8.03E-06,22.6531162,7.48E-05,0.638711081
2024/09/08,Saint-Denis,Sainte-Marie,9.98E-06,22.6531162,9.29E-05,0.638711081
2024/09/08,Saint-Denis,Sainte-Suzanne,1.25E-05,22.4333897,0.000116696,0.621491705
2024/09/08,Saint-Paul,L'Étang-Salé,2.83E-06,22.1316319,2.64E-05,0.597843756
2024/09/08,Saint-Paul,Les Avirons,4.14E-06,22.1316319,3.85E-05,0.597843756
2024/09/08,Saint-Paul,Les Trois-Bassins,5.46E-06,22.6531162,5.09E-05,0.638711081
2024/09/08,Saint-Paul,Saint-Leu,6.78E-06,22.392374,6.31E-05,0.618277415
2024/09/08,Saint-Paul,Saint-Paul,5.20E-05,22.6531162,0.000484182,0.638711081
2024/09/08,Saint-Pierre,Cilaos,7.47E-06,22.392374,6.95E-05,0.618277415
2024/09/08,Saint-Pierre,L'Entre-Deux,1.24E-05,22.1316319,0.00011517,0.597843756
2024/09/08,Saint-Pierre,Le Tampon,2.53E-05,22.1316319,0.000235585,0.597843756
2024/09/08,Saint-Pierre,Petite-Île,2.48E-05,22.1316319,0.000230729,0.597843756
2024/09/08,Saint-Pierre,Saint-Joseph,3.23E-05,20.8303623,0.000301098,0.495866751
2024/09/08,Saint-Pierre,Saint-Louis,2.83E-06,22.1316319,2.64E-05,0.597843756
2024/09/08,Saint-Pierre,Saint-Philippe,3.10E-05,19.5290928,0.000288439,0.393889754
2024/09/08,Saint-Pierre,Saint-Pierre,1.25E-05,22.1316319,0.000116419,0.597843756
2024/09/09,Saint-Benoît,Bras-Panon,1.08E-04,22.5112705,0.001009746,0.627595014
2024/09/09,Saint-Benoît,La Plaine-des-Palmistes,1.30E-04,22.0674229,0.001214748,0.592811869
2024/09/09,Saint-Benoît,Saint-André,1.11E-04,22.5112705,0.001034185,0.627595014
2024/09/09,Saint-Benoît,Saint-Benoît,1.21E-04,22.0674229,0.001122183,0.592811869
2024/09/09,Saint-Benoît,Sainte-Rose,2.14E-04,22.0244541,0.001989291,0.58944452
2024/09/09,Saint-Benoît,Salazie,5.19E-05,21.9575596,0.000483003,0.584202177
2024/09/09,Saint-Denis,La Possession,1.09E-04,21.9575596,0.00101467,0.584202177
2024/09/09,Saint-Denis,Le Port,8.32E-04,NA,0.007743996,NA
2024/09/09,Saint-Denis,Saint-Denis,6.24E-05,21.9575596,0.000581013,0.584202177
2024/09/09,Saint-Denis,Sainte-Marie,8.19E-05,21.9575596,0.00076264,0.584202177
2024/09/09,Saint-Denis,Sainte-Suzanne,1.16E-04,22.5112705,0.001083062,0.627595014
2024/09/09,Saint-Paul,L'Étang-Salé,1.83E-04,22.2632236,0.001700532,0.608156244
2024/09/09,Saint-Paul,Les Avirons,5.44E-04,22.2632236,0.005065658,0.608156244
2024/09/09,Saint-Paul,Les Trois-Bassins,6.57E-04,21.9575596,0.00611341,0.584202177
2024/09/09,Saint-Paul,Saint-Leu,0.001219544,22.1103916,0.011353649,0.596179211
2024/09/09,Saint-Paul,Saint-Paul,8.32E-04,21.9575596,0.007743996,0.584202177
2024/09/09,Saint-Pierre,Cilaos,1.33E-04,22.1103916,0.001239511,0.596179211
2024/09/09,Saint-Pierre,L'Entre-Deux,6.38E-05,22.2632236,0.000594192,0.608156244
2024/09/09,Saint-Pierre,Le Tampon,1.07E-04,22.2632236,0.000993307,0.608156244
2024/09/09,Saint-Pierre,Petite-Île,1.01E-04,22.2632236,0.000941146,0.608156244
2024/09/09,Saint-Pierre,Saint-Joseph,1.26E-04,21.6235752,0.001177535,0.558028717
2024/09/09,Saint-Pierre,Saint-Louis,1.83E-04,22.2632236,0.001700532,0.608156244
2024/09/09,Saint-Pierre,Saint-Philippe,1.24E-04,20.9839268,0.001154368,0.507901189
2024/09/09,Saint-Pierre,Saint-Pierre,6.09E-05,22.2632236,0.000566724,0.608156244
2024/09/10,Saint-Benoît,Bras-Panon,4.29E-05,22.8478184,0.000399809,0.65396937
2024/09/10,Saint-Benoît,La Plaine-des-Palmistes,8.01E-05,22.3075352,0.000745583,0.611628826
2024/09/10,Saint-Benoît,Saint-André,4.15E-05,22.8478184,0.000386491,0.65396937
2024/09/10,Saint-Benoît,Saint-Benoît,7.11E-05,22.3075352,0.000662209,0.611628826
2024/09/10,Saint-Benoît,Sainte-Rose,1.15E-04,21.6930332,0.001074226,0.563471954
2024/09/10,Saint-Benoît,Salazie,2.96E-05,23.1769199,0.000275371,0.679760171
2024/09/10,Saint-Denis,La Possession,1.47E-05,23.1769199,0.000136506,0.679760171
2024/09/10,Saint-Denis,Le Port,1.94E-04,NA,0.001810653,NA
2024/09/10,Saint-Denis,Saint-Denis,2.40E-05,23.1769199,0.00022321,0.679760171
2024/09/10,Saint-Denis,Sainte-Marie,3.24E-05,23.1769199,0.000301382,0.679760171
2024/09/10,Saint-Denis,Sainte-Suzanne,3.87E-05,22.8478184,0.000359856,0.65396937
2024/09/10,Saint-Paul,L'Étang-Salé,2.74E-05,22.6671543,0.000254701,0.639811209
2024/09/10,Saint-Paul,Les Avirons,8.32E-05,22.6671543,0.000774693,0.639811209
2024/09/10,Saint-Paul,Les Trois-Bassins,1.03E-04,23.1769199,0.00096262,0.679760171
2024/09/10,Saint-Paul,Saint-Leu,1.85E-04,22.9220371,0.001725059,0.65978569
2024/09/10,Saint-Paul,Saint-Paul,1.94E-04,23.1769199,0.001810653,0.679760171
2024/09/10,Saint-Pierre,Cilaos,3.30E-05,22.9220371,0.000306966,0.65978569
2024/09/10,Saint-Pierre,L'Entre-Deux,3.38E-05,22.6671543,0.000315047,0.639811209
2024/09/10,Saint-Pierre,Le Tampon,7.22E-05,22.6671543,0.000672128,0.639811209
2024/09/10,Saint-Pierre,Petite-Île,7.02E-05,22.6671543,0.000653539,0.639811209
2024/09/10,Saint-Pierre,Saint-Joseph,8.29E-05,21.767252,0.00077156,0.569288282
2024/09/10,Saint-Pierre,Saint-Louis,2.74E-05,22.6671543,0.000254701,0.639811209
2024/09/10,Saint-Pierre,Saint-Philippe,8.32E-05,20.8673496,0.000774785,0.498765346
2024/09/10,Saint-Pierre,Saint-Pierre,3.41E-05,22.6671543,0.000317128,0.639811209
2024/09/11,Saint-Benoît,Bras-Panon,3.52E-05,22.2653904,0.000328157,0.608326051
2024/09/11,Saint-Benoît,La Plaine-des-Palmistes,5.88E-05,22.1683445,0.000547274,0.600720824
2024/09/11,Saint-Benoît,Saint-André,3.01E-05,22.2653904,0.000280088,0.608326051
2024/09/11,Saint-Benoît,Saint-Benoît,5.22E-05,22.1683445,0.000486374,0.600720824
2024/09/11,Saint-Benoît,Sainte-Rose,9.39E-05,21.8667088,0.000874529,0.577082444
2024/09/11,Saint-Benoît,Salazie,2.14E-05,22.2790623,0.000199349,0.609397481
2024/09/11,Saint-Denis,La Possession,2.45E-05,22.2790623,0.000227927,0.609397481
2024/09/11,Saint-Denis,Le Port,1.93E-04,NA,0.001799555,NA
2024/09/11,Saint-Denis,Saint-Denis,6.69E-06,22.2790623,6.23E-05,0.609397481
2024/09/11,Saint-Denis,Sainte-Marie,1.92E-05,22.2790623,0.000178402,0.609397481
2024/09/11,Saint-Denis,Sainte-Suzanne,1.98E-05,22.2653904,0.000183951,0.608326051
2024/09/11,Saint-Paul,L'Étang-Salé,3.97E-05,22.6608982,0.000369844,0.639320935
2024/09/11,Saint-Paul,Les Avirons,1.25E-04,22.6608982,0.001163496,0.639320935
2024/09/11,Saint-Paul,Les Trois-Bassins,1.52E-04,22.2790623,0.001419168,0.609397481
2024/09/11,Saint-Paul,Saint-Leu,2.82E-04,22.4699802,0.00262775,0.624359204
2024/09/11,Saint-Paul,Saint-Paul,1.93E-04,22.2790623,0.001799555,0.609397481
2024/09/11,Saint-Pierre,Cilaos,3.57E-05,22.4699802,0.000332631,0.624359204
2024/09/11,Saint-Pierre,L'Entre-Deux,2.56E-05,22.6608982,0.000238331,0.639320935
2024/09/11,Saint-Pierre,Le Tampon,5.05E-05,22.6608982,0.000470143,0.639320935
2024/09/11,Saint-Pierre,Petite-Île,4.95E-05,22.6608982,0.000460432,0.639320935
2024/09/11,Saint-Pierre,Saint-Joseph,6.00E-05,22.0712986,0.00055813,0.593115597
2024/09/11,Saint-Pierre,Saint-Louis,3.97E-05,22.6608982,0.000369844,0.639320935
2024/09/11,Saint-Pierre,Saint-Philippe,5.97E-05,21.481699,0.000555737,0.54691026
2024/09/11,Saint-Pierre,Saint-Pierre,2.55E-05,22.6608982,0.000237499,0.639320935
2024/09/12,Saint-Benoît,Bras-Panon,9.51E-05,22.0555515,0.000885822,0.59188154
2024/09/12,Saint-Benoît,La Plaine-des-Palmistes,2.03E-04,21.9544773,0.001892834,0.583960626
2024/09/12,Saint-Benoît,Saint-André,8.00E-05,22.0555515,0.0007452,0.59188154
2024/09/12,Saint-Benoît,Saint-Benoît,1.77E-04,21.9544773,0.001650064,0.583960626
2024/09/12,Saint-Benoît,Sainte-Rose,2.31E-04,21.6307468,0.002146148,0.558590736
2024/09/12,Saint-Benoît,Salazie,1.32E-04,22.0575047,0.001232914,0.592034607
2024/09/12,Saint-Denis,La Possession,1.16E-04,22.0575047,0.001077125,0.592034607
2024/09/12,Saint-Denis,Le Port,2.79E-04,NA,0.002601725,NA
2024/09/12,Saint-Denis,Saint-Denis,6.68E-05,22.0575047,0.000621826,0.592034607
2024/09/12,Saint-Denis,Sainte-Marie,8.10E-05,22.0575047,0.000753685,0.592034607
2024/09/12,Saint-Denis,Sainte-Suzanne,4.98E-05,22.0555515,0.000463956,0.59188154
2024/09/12,Saint-Paul,L'Étang-Salé,1.84E-04,22.4989109,0.001709716,0.626626425
2024/09/12,Saint-Paul,Les Avirons,2.66E-04,22.4989109,0.002479831,0.626626425
2024/09/12,Saint-Paul,Les Trois-Bassins,2.77E-04,22.0575047,0.002580361,0.592034607
2024/09/12,Saint-Paul,Saint-Leu,4.43E-04,22.2782078,0.004123273,0.609330516
2024/09/12,Saint-Paul,Saint-Paul,2.79E-04,22.0575047,0.002601725,0.592034607
2024/09/12,Saint-Pierre,Cilaos,1.73E-04,22.2782078,0.001608446,0.609330516
2024/09/12,Saint-Pierre,L'Entre-Deux,1.81E-04,22.4989109,0.001682526,0.626626425
2024/09/12,Saint-Pierre,Le Tampon,2.21E-04,22.4989109,0.002056531,0.626626425
2024/09/12,Saint-Pierre,Petite-Île,2.63E-04,22.4989109,0.00245301,0.626626425
2024/09/12,Saint-Pierre,Saint-Joseph,2.33E-04,21.8534031,0.00216779,0.576039712
2024/09/12,Saint-Pierre,Saint-Louis,1.84E-04,22.4989109,0.001709716,0.626626425
2024/09/12,Saint-Pierre,Saint-Philippe,2.09E-04,21.2078953,0.001946938,0.525452999
2024/09/12,Saint-Pierre,Saint-Pierre,2.34E-04,22.4989109,0.002177223,0.626626425
2024/09/13,Saint-Benoît,Bras-Panon,0.005039895,19.9124546,0.046920163,0.423932789
2024/09/13,Saint-Benoît,La Plaine-des-Palmistes,0.006683329,18.4430943,0.062220126,0.308782967
2024/09/13,Saint-Benoît,Saint-André,0.004595408,19.9124546,0.042782103,0.423932789
2024/09/13,Saint-Benoît,Saint-Benoît,0.006467329,18.4430943,0.060209222,0.308782967
2024/09/13,Saint-Benoît,Sainte-Rose,0.007645795,18.8682652,0.071180445,0.342102469
2024/09/13,Saint-Benoît,Salazie,0.004220495,18.1341343,0.039291754,0.284570601
2024/09/13,Saint-Denis,La Possession,0.002598414,18.1341343,0.024190586,0.284570601
2024/09/13,Saint-Denis,Le Port,0.001989895,NA,0.018525428,NA
2024/09/13,Saint-Denis,Saint-Denis,0.00301128,18.1341343,0.02803427,0.284570601
2024/09/13,Saint-Denis,Sainte-Marie,0.003986066,18.1341343,0.03710928,0.284570601
2024/09/13,Saint-Denis,Sainte-Suzanne,0.003706434,19.9124546,0.034505981,0.423932789
2024/09/13,Saint-Paul,L'Étang-Salé,0.001566374,17.9017124,0.014582555,0.266356321
2024/09/13,Saint-Paul,Les Avirons,0.001601367,17.9017124,0.01490833,0.266356321
2024/09/13,Saint-Paul,Les Trois-Bassins,0.001926088,18.1341343,0.017931403,0.284570601
2024/09/13,Saint-Paul,Saint-Leu,0.001031542,18.0179234,0.009603397,0.275463465
2024/09/13,Saint-Paul,Saint-Paul,0.001989895,18.1341343,0.018525428,0.284570601
2024/09/13,Saint-Pierre,Cilaos,0.002927148,18.0179234,0.027251022,0.275463465
2024/09/13,Saint-Pierre,L'Entre-Deux,0.003697196,17.9017124,0.034419971,0.266356321
2024/09/13,Saint-Pierre,Le Tampon,0.006107369,17.9017124,0.056858085,0.266356321
2024/09/13,Saint-Pierre,Petite-Île,0.006445819,17.9017124,0.060008971,0.266356321
2024/09/13,Saint-Pierre,Saint-Joseph,0.007075967,16.9737339,0.06587549,0.193633137
2024/09/13,Saint-Pierre,Saint-Louis,0.001566374,17.9017124,0.014582555,0.266356321
2024/09/13,Saint-Pierre,Saint-Philippe,0.008059391,16.0457554,0.075030927,0.120909953
2024/09/13,Saint-Pierre,Saint-Pierre,0.004091838,17.9017124,0.038093993,0.266356321
2024/09/14,Saint-Benoît,Bras-Panon,0.001619346,19.3305149,0.015075712,0.378327737
2024/09/14,Saint-Benoît,La Plaine-des-Palmistes,0.004189497,17.8633518,0.039003172,0.263350103
2024/09/14,Saint-Benoît,Saint-André,0.001159839,19.3305149,0.010797815,0.378327737
2024/09/14,Saint-Benoît,Saint-Benoît,0.003680404,17.8633518,0.034263647,0.263350103
2024/09/14,Saint-Benoît,Sainte-Rose,0.005271707,18.190134,0.049078277,0.288959147
2024/09/14,Saint-Benoît,Salazie,0.00165702,17.0590305,0.015426446,0.200317602
2024/09/14,Saint-Denis,La Possession,1.04E-04,17.0590305,0.000968932,0.200317602
2024/09/14,Saint-Denis,Le Port,4.94E-05,NA,0.000459738,NA
2024/09/14,Saint-Denis,Saint-Denis,1.03E-04,17.0590305,0.000961129,0.200317602
2024/09/14,Saint-Denis,Sainte-Marie,8.15E-04,17.0590305,0.007589462,0.200317602
2024/09/14,Saint-Denis,Sainte-Suzanne,2.41E-04,19.3305149,0.002242022,0.378327737
2024/09/14,Saint-Paul,L'Étang-Salé,2.77E-04,18.0141087,0.002577739,0.275164517
2024/09/14,Saint-Paul,Les Avirons,2.35E-04,18.0141087,0.002192173,0.275164517
2024/09/14,Saint-Paul,Les Trois-Bassins,2.00E-04,17.0590305,0.001863889,0.200317602
2024/09/14,Saint-Paul,Saint-Leu,9.60E-05,17.5365696,0.000893812,0.23774106
2024/09/14,Saint-Paul,Saint-Paul,4.94E-05,17.0590305,0.000459738,0.200317602
2024/09/14,Saint-Pierre,Cilaos,0.001159528,17.5365696,0.010794919,0.23774106
2024/09/14,Saint-Pierre,L'Entre-Deux,0.002033643,18.0141087,0.018932714,0.275164517
2024/09/14,Saint-Pierre,Le Tampon,0.004065834,18.0141087,0.037851902,0.275164517
2024/09/14,Saint-Pierre,Petite-Île,0.003864624,18.0141087,0.035978683,0.275164517
2024/09/14,Saint-Pierre,Saint-Joseph,0.004412714,16.3961887,0.041081272,0.14837247
2024/09/14,Saint-Pierre,Saint-Louis,2.77E-04,18.0141087,0.002577739,0.275164517
2024/09/14,Saint-Pierre,Saint-Philippe,0.004389055,14.7782688,0.04086101,0.021580431
2024/09/14,Saint-Pierre,Saint-Pierre,0.001995794,18.0141087,0.01858035,0.275164517
2024/09/15,Saint-Benoît,Bras-Panon,1.20E-04,19.6506748,0.001118923,0.403417809
2024/09/15,Saint-Benoît,La Plaine-des-Palmistes,3.32E-04,18.4831944,0.003086198,0.311925504
2024/09/15,Saint-Benoît,Saint-André,8.20E-05,19.6506748,0.000763276,0.403417809
2024/09/15,Saint-Benoît,Saint-Benoît,2.87E-04,18.4831944,0.002676124,0.311925504
2024/09/15,Saint-Benoît,Sainte-Rose,4.50E-04,18.6247959,0.004191429,0.323022433
2024/09/15,Saint-Benoît,Salazie,1.25E-04,17.2746983,0.001159258,0.217218909
2024/09/15,Saint-Denis,La Possession,3.02E-06,17.2746983,2.81E-05,0.217218909
2024/09/15,Saint-Denis,Le Port,4.28E-07,NA,3.98E-06,NA
2024/09/15,Saint-Denis,Saint-Denis,1.50E-06,17.2746983,1.40E-05,0.217218909
2024/09/15,Saint-Denis,Sainte-Marie,5.46E-05,17.2746983,0.000508077,0.217218909
2024/09/15,Saint-Denis,Sainte-Suzanne,5.58E-06,19.6506748,5.20E-05,0.403417809
2024/09/15,Saint-Paul,L'Étang-Salé,1.28E-05,19.4084873,0.000118777,0.384438224
2024/09/15,Saint-Paul,Les Avirons,1.12E-05,19.4084873,0.000104003,0.384438224
2024/09/15,Saint-Paul,Les Trois-Bassins,9.97E-06,17.2746983,9.28E-05,0.217218909
2024/09/15,Saint-Paul,Saint-Leu,1.73E-06,18.3415928,1.61E-05,0.300828567
2024/09/15,Saint-Paul,Saint-Paul,4.28E-07,17.2746983,3.98E-06,0.217218909
2024/09/15,Saint-Pierre,Cilaos,8.41E-05,18.3415928,0.000782928,0.300828567
2024/09/15,Saint-Pierre,L'Entre-Deux,1.53E-04,19.4084873,0.001426271,0.384438224
2024/09/15,Saint-Pierre,Le Tampon,3.15E-04,19.4084873,0.002932628,0.384438224
2024/09/15,Saint-Pierre,Petite-Île,3.02E-04,19.4084873,0.002809162,0.384438224
2024/09/15,Saint-Pierre,Saint-Joseph,3.50E-04,17.3157139,0.003258444,0.220433191
2024/09/15,Saint-Pierre,Saint-Louis,1.28E-05,19.4084873,0.000118777,0.384438224
2024/09/15,Saint-Pierre,Saint-Philippe,3.47E-04,15.2229404,0.003232068,0.05642815
2024/09/15,Saint-Pierre,Saint-Pierre,1.52E-04,19.4084873,0.001412953,0.384438224
2024/09/16,Saint-Benoît,Bras-Panon,3.04E-05,20.6264744,0.000282599,0.479888604
2024/09/16,Saint-Benoît,La Plaine-des-Palmistes,7.97E-05,19.8508396,0.000741956,0.419104187
2024/09/16,Saint-Benoît,Saint-André,2.29E-05,20.6264744,0.000212843,0.479888604
2024/09/16,Saint-Benoît,Saint-Benoît,5.64E-05,19.8508396,0.000525231,0.419104187
2024/09/16,Saint-Benoît,Sainte-Rose,1.27E-04,19.6982517,0.00118529,0.407146283
2024/09/16,Saint-Benoît,Salazie,4.79E-05,19.1323338,0.000445949,0.362796816
2024/09/16,Saint-Denis,La Possession,5.81E-05,19.1323338,0.000541254,0.362796816
2024/09/16,Saint-Denis,Le Port,1.96E-04,NA,0.001825719,NA
2024/09/16,Saint-Denis,Saint-Denis,2.36E-06,19.1323338,2.20E-05,0.362796816
2024/09/16,Saint-Denis,Sainte-Marie,1.49E-05,19.1323338,0.000138393,0.362796816
2024/09/16,Saint-Denis,Sainte-Suzanne,7.88E-06,20.6264744,7.33E-05,0.479888604
2024/09/16,Saint-Paul,L'Étang-Salé,1.82E-04,20.8745213,0.001693235,0.499327373
2024/09/16,Saint-Paul,Les Avirons,2.38E-04,20.8745213,0.002217296,0.499327373
2024/09/16,Saint-Paul,Les Trois-Bassins,2.24E-04,19.1323338,0.002080836,0.362796816
2024/09/16,Saint-Paul,Saint-Leu,3.96E-04,20.0034275,0.0036834,0.431062091
2024/09/16,Saint-Paul,Saint-Paul,1.96E-04,19.1323338,0.001825719,0.362796816
2024/09/16,Saint-Pierre,Cilaos,1.30E-04,20.0034275,0.001207451,0.431062091
2024/09/16,Saint-Pierre,L'Entre-Deux,1.28E-04,20.8745213,0.001187024,0.499327373
2024/09/16,Saint-Pierre,Le Tampon,1.01E-04,20.8745213,0.000937178,0.499327373
2024/09/16,Saint-Pierre,Petite-Île,6.88E-05,20.8745213,0.000640859,0.499327373
2024/09/16,Saint-Pierre,Saint-Joseph,8.60E-05,19.0752048,0.000801018,0.35831977
2024/09/16,Saint-Pierre,Saint-Louis,1.82E-04,20.8745213,0.001693235,0.499327373
2024/09/16,Saint-Pierre,Saint-Philippe,6.94E-05,17.2758884,0.000645853,0.217312174
2024/09/16,Saint-Pierre,Saint-Pierre,9.32E-05,20.8745213,0.000867954,0.499327373
2024/09/17,Saint-Benoît,Bras-Panon,2.36E-04,22.2179203,0.002200473,0.604605946
2024/09/17,Saint-Benoît,La Plaine-des-Palmistes,3.75E-04,21.7110844,0.003486672,0.564886578
2024/09/17,Saint-Benoît,Saint-André,2.15E-04,22.2179203,0.002001309,0.604605946
2024/09/17,Saint-Benoît,Saint-Benoît,3.42E-04,21.7110844,0.003183695,0.564886578
2024/09/17,Saint-Benoît,Sainte-Rose,4.50E-04,21.6300297,0.004188557,0.558534538
2024/09/17,Saint-Benoît,Salazie,2.43E-04,21.330225,0.002260611,0.535039649
2024/09/17,Saint-Denis,La Possession,2.26E-04,21.330225,0.002100036,0.535039649
2024/09/17,Saint-Denis,Le Port,6.32E-04,NA,0.005882958,NA
2024/09/17,Saint-Denis,Saint-Denis,1.61E-04,21.330225,0.001502612,0.535039649
2024/09/17,Saint-Denis,Sainte-Marie,1.96E-04,21.330225,0.001823763,0.535039649
2024/09/17,Saint-Denis,Sainte-Suzanne,1.72E-04,22.2179203,0.00160298,0.604605946
2024/09/17,Saint-Paul,L'Étang-Salé,3.15E-04,22.2540531,0.002931699,0.607437577
2024/09/17,Saint-Paul,Les Avirons,5.27E-04,22.2540531,0.004902534,0.607437577
2024/09/17,Saint-Paul,Les Trois-Bassins,5.80E-04,21.330225,0.005400746,0.535039649
2024/09/17,Saint-Paul,Saint-Leu,9.38E-04,21.7921391,0.008732808,0.571238617
2024/09/17,Saint-Paul,Saint-Paul,6.32E-04,21.330225,0.005882958,0.535039649
2024/09/17,Saint-Pierre,Cilaos,3.01E-04,21.7921391,0.002798209,0.571238617
2024/09/17,Saint-Pierre,L'Entre-Deux,2.92E-04,22.2540531,0.002717783,0.607437577
2024/09/17,Saint-Pierre,Le Tampon,3.75E-04,22.2540531,0.0034891,0.607437577
2024/09/17,Saint-Pierre,Petite-Île,3.12E-04,22.2540531,0.002907838,0.607437577
2024/09/17,Saint-Pierre,Saint-Joseph,3.66E-04,21.2042484,0.003406974,0.525167201
2024/09/17,Saint-Pierre,Saint-Louis,3.15E-04,22.2540531,0.002931699,0.607437577
2024/09/17,Saint-Pierre,Saint-Philippe,3.37E-04,20.1544437,0.003140759,0.442896825
2024/09/17,Saint-Pierre,Saint-Pierre,2.35E-04,22.2540531,0.002186323,0.607437577
2024/09/18,Saint-Benoît,Bras-Panon,8.33E-04,20.710535,0.007752014,0.486476207
2024/09/18,Saint-Benoît,La Plaine-des-Palmistes,0.00123819,20.4335575,0.011527237,0.464770224
2024/09/18,Saint-Benoît,Saint-André,7.75E-04,20.710535,0.007218983,0.486476207
2024/09/18,Saint-Benoît,Saint-Benoît,0.001227971,20.4335575,0.011432106,0.464770224
2024/09/18,Saint-Benoît,Sainte-Rose,0.001374837,20.6805058,0.01279939,0.484122899
2024/09/18,Saint-Benoît,Salazie,0.00117385,18.9654179,0.010928253,0.349716065
